NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,A,AUPPER,ALOWER,UA,PER,PERUPPER,PERLOWER,UPER,ECC,ECCUPPER,ECCLOWER,UECC,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,FE,FEUPPER,FELOWER,UFE,TRANSITREF,TRANSITURL
,mjupiter,mjupiter,mjupiter,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,au,au,au,au,day,day,day,day,,,,,g/cm^3,g/cm^3,g/cm^3,g/cm^3,msun,msun,msun,msun,rsun,rsun,rsun,rsun,,,,,k,k,k,k,,,,,,
CoRoT-27 b,10.3882,0.768933,0.768933,0.768933,1.007,0.044,0.044,0.044,0.0466557,0.00162925,0.00162925,0.00162925,3.57532,0.00006,0.00006,0.00006,0,0.065,0,0.0325,13.4823,2.03046,2.03046,2.03046,1.05,0.11,0.11,0.11,1.08,0.18,0.06,0.12,4.4,0.1,0.1,0.1,5900,120,120,120,0.1,0.1,0.1,0.1,Parviainen 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.1122P
Kepler-172 e,0.0230631,0.00655325,0.00655325,0.00655325,0.246231,0.0499599,0.0499599,0.0499599,0.209877,0.00349796,0.00349796,0.00349796,35.118736,0.000253,0.000253,0.000253,,,,,,,,,,,,,1.085,0.191,0.191,0.191,4.375,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-359 b,0.0380002,0.0240831,0.0240831,0.0240831,0.314926,0.146311,0.146311,0.146311,0.169831,0.00283052,0.00283052,0.00283052,25.563222,0.000202,0.000202,0.000202,,,,,,,,,,,,,1.086,0.503,0.503,0.503,4.429,0.3,0.3,0.3,6248,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-32 b,3.45362,0.139379,0.139379,0.139379,1.1,0.04,0.04,0.04,0.0390315,0.000650524,0.000650524,0.000650524,2.718661,0.000002,0.000002,0.000002,0,,,,3.44064,0.400381,0.400381,0.400381,1.07,0.05,0.05,0.05,1.09,0.03,0.03,0.03,4.4,0.02,0.02,0.02,6140,90,100,95,-0.13,0.1,0.1,0.1,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B
WASP-35 b,0.717098,0.0587383,0.0587383,0.0587383,1.32,0.03,0.03,0.03,0.0431283,0.000718806,0.000718806,0.000718806,3.161575,0.000002,0.000002,0.000002,0,,,,0.4256,0.0399,0.0399,0.0399,1.07,0.02,0.02,0.02,1.09,0.02,0.02,0.02,4.4,0.01,0.01,0.01,5990,80,80,80,-0.15,0.09,0.09,0.09,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E
Kepler-227 b,0.0288426,0.017301,0.017301,0.017301,0.277456,0.140066,0.140066,0.140066,0.0877115,0.00146186,0.00146186,0.00146186,9.488015,0.000039,0.000039,0.000039,,,,,,,,,,,,,1.091,0.547,0.547,0.547,4.401,0.3,0.3,0.3,5854,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-431 c,0.00075757,0.00075757,0.00075757,0.00075757,0.0609,,,,0.0847193,,,,8.703,,,,,,,,,,,,1.071,0.059,0.037000000000000005,0.048,1.092,0.191,0.10899999999999999,0.15,4.4,0.15,0.15,0.15,6004,75,75,75,0.07,0.1,0.1,0.1,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E
Kepler-359 c,0.0607789,0.0432978,0.0432978,0.0432978,0.38362,0.178428,0.178428,0.178428,0.292189,0.00486981,0.00486981,0.00486981,57.68802,0.000545,0.000545,0.000545,,,,,,,,,,,,,1.086,0.503,0.503,0.503,4.429,0.3,0.3,0.3,6248,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-227 c,0.0275635,0.0155179,0.0155179,0.0155179,0.271211,0.136497,0.136497,0.136497,0.281042,0.00468404,0.00468404,0.00468404,54.418694,0.00046,0.00046,0.00046,,,,,,,,,,,,,1.091,0.547,0.547,0.547,4.401,0.3,0.3,0.3,5854,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-288 c,0.0244074,0.0128783,0.0128783,0.0128783,0.25426,0.121331,0.121331,0.121331,0.140842,0.00234736,0.00234736,0.00234736,19.305772,0.000135,0.000135,0.000135,,,,,,,,,,,,,1.091,0.518,0.518,0.518,4.353,0.3,0.3,0.3,5918,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-118 c,0.184717,0.125385,0.125385,0.125385,0.685164,0.306004,0.306004,0.306004,0.145024,0.00241706,0.00241706,0.00241706,20.17202,0.000013,0.000013,0.000013,,,,,,,,,,,,,1.094,0.489,0.489,0.489,4.321,0.3,0.3,0.3,5274,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-431 d,0.00452953,0.00452953,0.00452953,0.00452953,0.101,,,,0.104497,,,,11.922,,,,,,,,,,,,1.071,0.059,0.037000000000000005,0.048,1.092,0.191,0.10899999999999999,0.15,4.4,0.15,0.15,0.15,6004,75,75,75,0.07,0.1,0.1,0.1,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E
Kepler-359 d,0.0520795,0.0364703,0.0364703,0.0364703,0.357748,0.170399,0.170399,0.170399,0.354508,0.00590848,0.00590848,0.00590848,77.095691,0.001453,0.001453,0.001453,,,,,,,,,,,,,1.086,0.503,0.503,0.503,4.429,0.3,0.3,0.3,6248,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-118 b,0.014454,0.011324,0.011324,0.011324,0.174859,0.0838612,0.0838612,0.0838612,0.0751093,0.00125182,0.00125182,0.00125182,7.518496,0.000056,0.000056,0.000056,,,,,,,,,,,,,1.094,0.489,0.489,0.489,4.321,0.3,0.3,0.3,5274,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-288 d,0.0218083,0.0124323,0.0124323,0.0124323,0.238201,0.113302,0.113302,0.113302,0.288618,0.0048103,0.0048103,0.0048103,56.633742,0.000908,0.000908,0.000908,,,,,,,,,,,,,1.091,0.518,0.518,0.518,4.353,0.3,0.3,0.3,5918,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-288 b,0.0123736,0.0105977,0.0105977,0.0105977,0.148987,0.0713712,0.0713712,0.0713712,0.065318,0.00108863,0.00108863,0.00108863,6.097326,0.000064,0.000064,0.000064,,,,,,,,,,,,,1.091,0.518,0.518,0.518,4.353,0.3,0.3,0.3,5918,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-431 b,0.00120877,0.00120877,0.00120877,0.00120877,0.0696,,,,0.0718902,,,,6.803,,,,,,,,,,,,1.071,0.059,0.037000000000000005,0.048,1.092,0.191,0.10899999999999999,0.15,4.4,0.15,0.15,0.15,6004,75,75,75,0.07,0.1,0.1,0.1,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E
WASP-28 b,0.907,0.043,0.043,0.043,1.213,0.042,0.042,0.042,0.0446486,0.000744143,0.000744143,0.000744143,3.40883,0.000006,0.000006,0.000006,0,,,,0.508,0.047,0.047,0.047,1.021,0.05,0.05,0.05,1.094,0.031,0.031,0.031,4.37,0.018,0.018,0.018,6150,140,140,140,-0.29,0.1,0.1,0.1,Anderson 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..61A
HAT-P-36 b,1.83923,0.10036,0.10036,0.10036,1.264,0.071,0.071,0.071,0.0238229,0.000397048,0.000397048,0.000397048,1.327347,0.000003,0.000003,0.000003,0.063,0.032,0.032,0.032,1.12,0.19,0.19,0.19,1.022,0.049,0.049,0.049,1.096,0.056,0.056,0.056,4.37,0.04,0.04,0.04,5560,100,100,100,0.26,0.1,0.1,0.1,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
Kepler-79 b,0.0343,0.0233,0.0189,0.0211,0.316,0.0064,0.0064,0.0064,0.114456,0.0404064,0.0404064,0.0404064,13.485,0.001,0.001,0.001,0.015,0.012,0.005999999999999998,0.009,1.43,0.97,0.78,0.875,1.1,1.63,0.7000000000000002,1.165,1.1,0.35,0.35,0.35,4.42,0.3,0.3,0.3,6187,,,,-0.263,,,,Jontof-Hutter 2014,http://adsabs.harvard.edu/abs/2014ApJ...785...15J
Kepler-265 b,0.0136944,0.00409265,0.00409265,0.00409265,0.165938,0.0401463,0.0401463,0.0401463,0.0705628,0.00117605,0.00117605,0.00117605,6.846262,0.000063,0.000063,0.000063,,,,,,,,,,,,,1.103,0.228,0.228,0.228,4.326,0.15,0.15,0.15,5835,118,118,118,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-265 e,0.0207641,0.0056641,0.0056641,0.0056641,0.231064,0.0490677,0.0490677,0.0490677,0.325506,0.0054251,0.0054251,0.0054251,67.831024,0.001396,0.001396,0.001396,,,,,,,,,,,,,1.103,0.228,0.228,0.228,4.326,0.15,0.15,0.15,5835,118,118,118,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-11 g,0.0332233,0.00149076,0.00149076,0.00149076,0.296741,0.00534669,0.00712891,0.0062378,0.465624,0.00776039,0.00776039,0.00776039,118.3807,0.0008,0.0008,0.0008,0,0.15,0,0.075,1.19855,1.24973,1.24973,1.24973,0.961,0.025,0.025,0.025,1.1,0.1,0.1,0.1,4.366,0.014,0.016,0.015,5663,55,60,57.5,0,0.1,0.1,0.1,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L
Kepler-9 c,0.168671,0.017374,0.017374,0.017374,0.823,0.067,0.067,0.067,0.22473,0.00749099,0.00749099,0.00749099,38.90861,0.000738,0.000738,0.000738,0.132575,0.0375,0.0375,0.0375,0.383,0.098,0.098,0.098,1,0.1,0.1,0.1,1.1,0.09,0.09,0.09,,,,,,,,,0.17,,,,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H
Kepler-11 e,0.0264312,0.00786,0.005979999999999999,0.00692,0.373377,0.0062378,0.00802004,0.00712892,0.19466,0.00324434,0.00324434,0.00324434,31.9996,0.0008,0.0012000000000000001,0.001,0.012,0.006,0.006,0.006,0.58,0.11,0.16000000000000003,0.135,0.961,0.025,0.025,0.025,1.1,0.1,0.1,0.1,4.366,0.014,0.016,0.015,5663,55,60,57.5,0,0.1,0.1,0.1,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L
Kepler-265 d,0.0195472,0.00517145,0.00517145,0.00517145,0.222143,0.0481756,0.0481756,0.0481756,0.240693,0.00401155,0.00401155,0.00401155,43.130617,0.000658,0.000658,0.000658,,,,,,,,,,,,,1.103,0.228,0.228,0.228,4.326,0.15,0.15,0.15,5835,118,118,118,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-79 c,0.0186,0.006,0.0204,0.0132,0.339,0.0073,0.0073,0.0073,0.183622,0.0648243,0.0648243,0.0648243,27.402,0.001,0.001,0.001,0.03,0.027,0.021,0.024,0.62,0.2,0.25,0.225,1.1,1.63,0.7000000000000002,1.165,1.1,0.35,0.35,0.35,4.42,0.3,0.3,0.3,6187,,,,-0.263,,,,Jontof-Hutter 2014,http://adsabs.harvard.edu/abs/2014ApJ...785...15J
Kepler-9 b,0.248945,0.0209881,0.0209881,0.0209881,0.842,0.069,0.069,0.069,0.140548,0.00468494,0.00468494,0.00468494,19.243158,0.000098,0.000098,0.000098,0.150841,0.037,0.037,0.037,0.524,0.132,0.132,0.132,1,0.1,0.1,0.1,1.1,0.09,0.09,0.09,,,,,,,,,0.17,,,,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H
Kepler-9 d,0.0121773,0.00102626,0.00102626,0.00102626,0.146311,0.01695,0.012490600000000001,0.0147203,0.0266925,0.000889752,0.000889752,0.000889752,1.592851,0.000045,0.000045,0.000045,0,,,,,,,,1,0.1,0.1,0.1,1.1,0.09,0.09,0.09,,,,,,,,,0.17,,,,Torres 2011,http://adsabs.harvard.edu/abs/2011ApJ...727...24T
Kepler-265 c,0.0212781,0.00584106,0.00584106,0.00584106,0.234633,0.0490677,0.0490677,0.0490677,0.129538,0.00215897,0.00215897,0.00215897,17.028937,0.000136,0.000136,0.000136,,,,,,,,,,,,,1.103,0.228,0.228,0.228,4.326,0.15,0.15,0.15,5835,118,118,118,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-28 b,0.627833,0.0375046,0.0375046,0.0375046,1.212,0.0975,0.0975,0.0975,0.0433674,0.00072279,0.00072279,0.00072279,3.257215,0.000007,0.000007,0.000007,0.051,0.033,0.033,0.033,0.44,0.09,0.09,0.09,1.025,0.047,0.047,0.047,1.103,0.091,0.069,0.08,4.36,0.06,0.06,0.06,5680,90,90,90,0.12,0.08,0.08,0.08,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B
HATS-10 b,0.526,0.081,0.081,0.081,0.969,0.061,0.045,0.053,0.0449161,0.000748602,0.000748602,0.000748602,3.312846,0.0000058,0.0000058,0.0000058,0,0.501,0,0.2505,0.7,0.15,0.15,0.15,1.101,0.054,0.054,0.054,1.105,0.055,0.04,0.0475,4.392,0.032,0.032,0.032,5880,120,120,120,0.15,0.1,0.1,0.1,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B
HAT-P-21 b,4.07833,0.172661,0.172661,0.172661,1.024,0.092,0.092,0.092,0.0494951,0.000824919,0.000824919,0.000824919,4.124481,0.000007,0.000007,0.000007,0.228,0.016,0.016,0.016,4.68,1.29,1.29,1.29,0.947,0.042,0.042,0.042,1.105,0.083,0.083,0.083,4.33,0.06,0.06,0.06,5588,80,80,80,0.01,0.08,0.08,0.08,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B
Kepler-18 c,0.0544,0.006,0.006,0.006,0.489785,0.0231956,0.0231956,0.0231956,0.0752115,0.00125353,0.00125353,0.00125353,7.64159,0.00003,0.00003,0.00003,0.000338541,0.000210764,0.000210764,0.000210764,0.59,0.07,0.07,0.07,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,4.41,0.1,0.1,0.1,5383,44,44,44,0.2,0.04,0.04,0.04,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C
Kepler-18 b,0.022,0.011,0.011,0.011,0.17843,0.00892,0.00892,0.00892,0.0447299,0.000745498,0.000745498,0.000745498,3.504725,0.000028,0.000028,0.000028,0,,,,4.9,2.4,2.4,2.4,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,4.41,0.1,0.1,0.1,5383,44,44,44,0.2,0.04,0.04,0.04,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C
Kepler-18 d,0.0516,0.0044,0.0044,0.0044,0.622714,0.0294406,0.0294406,0.0294406,0.117171,0.00195285,0.00195285,0.00195285,14.85888,0.00004,0.00004,0.00004,0.000521567,0.000446113,0.000446113,0.000446113,0.27,0.03,0.03,0.03,0.972,0.042,0.042,0.042,1.108,0.051,0.051,0.051,4.41,0.1,0.1,0.1,5383,44,44,44,0.2,0.04,0.04,0.04,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C
Kepler-168 b,0.0107805,0.00946002,0.00946002,0.00946002,0.130252,0.0588813,0.0588813,0.0588813,0.0527522,0.000879204,0.000879204,0.000879204,4.425391,0.000033,0.000033,0.000033,,,,,,,,,,,,,1.107,0.496,0.496,0.496,4.422,0.3,0.3,0.3,6282,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-168 c,0.0220797,0.0108035,0.0108035,0.0108035,0.239986,0.107949,0.107949,0.107949,0.109272,0.00182119,0.00182119,0.00182119,13.193242,0.000049,0.000049,0.000049,,,,,,,,,,,,,1.107,0.496,0.496,0.496,4.422,0.3,0.3,0.3,6282,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-320 b,0.00464108,0.00415669,0.00415669,0.00415669,0.101704,0.0481756,0.0481756,0.0481756,0.0806883,0.00134481,0.00134481,0.00134481,8.371554,0.000162,0.000162,0.000162,,,,,,,,,,,,,1.108,0.519,0.519,0.519,4.419,0.3,0.3,0.3,6435,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-320 c,0.00871939,0.00776189,0.00776189,0.00776189,0.122223,0.057097,0.057097,0.057097,0.134093,0.00223489,0.00223489,0.00223489,17.934937,0.000281,0.000281,0.000281,,,,,,,,,,,,,1.108,0.519,0.519,0.519,4.419,0.3,0.3,0.3,6435,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-203 d,0.0102988,0.00536706,0.00536706,0.00536706,0.128468,0.0249799,0.0249799,0.0249799,0.0987232,0.00164539,0.00164539,0.00164539,11.32972,0.00008,0.00008,0.00008,,,,,,,,,,,,,1.114,0.213,0.213,0.213,4.358,0.15,0.15,0.15,5821,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-203 b,0.0205131,0.00532971,0.00532971,0.00532971,0.22928,0.0463913,0.0463913,0.0463913,0.0421675,0.000702792,0.000702792,0.000702792,3.162697,0.000004,0.000004,0.000004,,,,,,,,,,,,,1.114,0.213,0.213,0.213,4.358,0.15,0.15,0.15,5821,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-1 b,1.02979,0.123566,0.123566,0.123566,1.49,0.08,0.08,0.08,0.0253191,0.00133258,0.00133258,0.00133258,1.5089557,0.0000064,0.0000064,0.0000064,0,,,,0.38,0.05,0.05,0.05,0.95,0.15,0.15,0.15,1.11,0.05,0.05,0.05,4.25,0.3,0.3,0.3,5950,150,150,150,-0.3,0.25,0.25,0.25,Barge 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..17B
Kepler-203 c,0.019315,0.00454254,0.00454254,0.00454254,0.220359,0.0419306,0.0419306,0.0419306,0.0600193,0.00100032,0.00100032,0.00100032,5.370647,0.000008,0.000008,0.000008,,,,,,,,,,,,,1.114,0.213,0.213,0.213,4.358,0.15,0.15,0.15,5821,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-98 b,0.0111695,0.0050341,0.0050341,0.0050341,0.177536,0.0196271,0.0196271,0.0196271,0.0260305,,,,1.54168,,,,0,,,,2.18,1.21,1.21,1.21,0.99,0.06,0.06,0.06,1.11,0.12,0.12,0.12,4.341,0.1,0.1,0.1,5539,73,73,73,0.18,0.07,0.07,0.07,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-234 c,0.0375018,0.0231261,0.0231261,0.0231261,0.313141,0.139174,0.139174,0.139174,0.0730543,0.00121757,0.00121757,0.00121757,7.21205,0.000022,0.000022,0.000022,,,,,,,,,,,,,1.113,0.495,0.495,0.495,4.421,0.3,0.3,0.3,6224,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-234 b,0.0425085,0.0274084,0.0274084,0.0274084,0.330092,0.148095,0.148095,0.148095,0.0380552,0.000634253,0.000634253,0.000634253,2.711506,0.000006,0.000006,0.000006,,,,,,,,,,,,,1.113,0.495,0.495,0.495,4.421,0.3,0.3,0.3,6224,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-56 b,0.605385,0.0404689,0.0404689,0.0404689,1.092,0.035,0.033,0.034,0.056145,0.00093575,0.00093575,0.00093575,4.617101,0.000004,0.0000020000000000000003,0.000003,0,,,,0.580788,0.06365,0.06099400000000001,0.062322,1.107,0.024,0.024,0.024,1.112,0.026,0.022000000000000002,0.024,,,,,5600,100,100,100,0.12,0.06,0.06,0.06,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F
CoRoT-12 b,0.91918,0.0706803,0.0706803,0.0706803,1.44,0.13,0.13,0.13,0.0401409,0.000924706,0.000924706,0.000924706,2.828042,0.000013,0.000013,0.000013,0.07,0.063,0.041999999999999996,0.0525,0.41097,0.12901,0.09442999999999999,0.11172,1.078,0.077,0.072,0.0745,1.116,0.096,0.092,0.094,4.375,0.065,0.062,0.0635,5675,80,80,80,0.16,0.1,0.1,0.1,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..97G
Kepler-197 b,0.00313003,0.000417359,0.000417359,0.000417359,0.0909983,0.00356856,0.00356856,0.00356856,0.061711,0.00102852,0.00102852,0.00102852,5.599308,0.000023,0.000023,0.000023,,,,,,,,,,,,,1.12,0.033,0.033,0.033,4.304,0.053,0.053,0.053,6004,102,102,102,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-76 b,1.96,0.25,0.25,0.25,,,,,0.0271768,0.000452984,0.000452984,0.000452984,1.545,0.0005,0.0005,0.0005,0,,,,,,,,1.12,,,,1.12,,,,4.388,,,,6409,95,95,95,-0.033,,,,Faigler 2013,http://adsabs.harvard.edu/abs/2013ApJ...771...26F
Kepler-197 c,0.00604207,0.000652363,0.000652363,0.000652363,0.109733,0.00356856,0.00356856,0.00356856,0.0929448,0.00154908,0.00154908,0.00154908,10.349695,0.000045,0.000045,0.000045,,,,,,,,,,,,,1.12,0.033,0.033,0.033,4.304,0.053,0.053,0.053,6004,102,102,102,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-197 e,0.00208313,0.000307138,0.000307138,0.000307138,0.0811848,0.00356856,0.00356856,0.00356856,0.168262,0.00280436,0.00280436,0.00280436,25.209715,0.000387,0.000387,0.000387,,,,,,,,,,,,,1.12,0.033,0.033,0.033,4.304,0.053,0.053,0.053,6004,102,102,102,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-197 d,0.00587447,0.00151269,0.00151269,0.00151269,0.108841,0.0089214,0.0089214,0.0089214,0.122591,0.00204318,0.00204318,0.00204318,15.677563,0.000096,0.000096,0.000096,,,,,,,,,,,,,1.12,0.033,0.033,0.033,4.304,0.053,0.053,0.053,6004,102,102,102,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-130 d,0.0121773,0.000901073,0.000901073,0.000901073,0.146311,0.0142742,0.0142742,0.0142742,0.385778,0.00642964,0.00642964,0.00642964,87.517905,0.000744,0.000744,0.000744,,,,,,,,,,,,,1.127,0.033,0.033,0.033,4.304,0.053,0.053,0.053,5884,75,75,75,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-130 b,0.00313003,0.000417359,0.000417359,0.000417359,0.0909983,0.00356856,0.00356856,0.00356856,0.0812393,0.00135399,0.00135399,0.00135399,8.457458,0.000039,0.000039,0.000039,,,,,,,,,,,,,1.127,0.033,0.033,0.033,4.304,0.053,0.053,0.053,5884,75,75,75,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-394 c,0.0123078,0.0109873,0.0109873,0.0109873,0.148095,0.0767241,0.0767241,0.0767241,0.103323,0.00172205,0.00172205,0.00172205,12.130686,0.00018,0.00018,0.00018,,,,,,,,,,,,,1.132,0.58,0.58,0.58,4.408,0.3,0.3,0.3,6402,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-385 c,0.0275635,0.0162873,0.0162873,0.0162873,0.271211,0.139174,0.139174,0.139174,0.119895,0.00199824,0.00199824,0.00199824,15.163161,0.000269,0.000269,0.000269,,,,,,,,,,,,,1.126,0.564,0.564,0.564,4.412,0.3,0.3,0.3,6326,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-420 b,1.45,0.35,0.35,0.35,0.94,0.12,0.12,0.12,0.381935,0.00642988,0.00642988,0.00642988,86.647661,0.000034,0.000034,0.000034,0.772,0.045,0.045,0.045,2.1,1.2,1.2,1.2,0.99,0.05,0.05,0.05,1.13,0.14,0.14,0.14,4.32,0.1,0.1,0.1,5520,80,80,80,0.27,0.09,0.09,0.09,Santerne 2014,http://adsabs.harvard.edu/abs/2014A%26A...571A..37S
Kepler-392 b,0.00291583,0.00165249,0.00165249,0.00165249,0.089214,0.0187349,0.0187349,0.0187349,0.0598046,0.000996743,0.000996743,0.000996743,5.341853,0.000055,0.000055,0.000055,,,,,,,,,,,,,1.129,0.231,0.231,0.231,4.323,0.15,0.15,0.15,5938,226,226,226,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
